residue,class_odd,class_dead,exact_dead,exact_steps,alpha,mod9,mod3
1377,9,1,1,3,0.30033875,0,0
1379,7,1,1,6,0.03337097,2,2
1381,7,1,1,3,0.03337097,4,1
1383,11,0,1,63,2.70304871,6,0
1385,9,1,1,3,0.30033875,8,2
1387,9,1,1,8,0.30033875,1,1
1389,7,1,1,3,0.03337097,3,0
1391,11,0,1,16,2.70304871,5,2
1393,6,1,1,3,0.01112366,7,1
1395,7,1,1,6,0.03337097,0,0
1397,6,1,1,3,0.01112366,2,2
1399,9,1,1,8,0.30033875,4,1
1401,12,0,1,3,8.10914612,6,0
1403,7,1,1,13,0.03337097,8,2
1405,9,1,1,3,0.30033875,1,1
1407,13,0,1,132,24.32743835,3,0
1409,9,1,1,3,0.30033875,5,2
1411,6,1,1,6,0.01112366,7,1
1413,8,1,1,3,0.10011292,0,0
1415,6,1,1,11,0.01112366,2,2
1417,9,1,1,3,0.30033875,4,1
1419,8,1,1,8,0.10011292,6,0
1421,6,1,1,3,0.01112366,8,2
1423,9,1,1,11,0.30033875,1,1
1425,6,1,1,3,0.01112366,3,0
1427,6,1,1,6,0.01112366,5,2
1429,6,1,1,3,0.01112366,7,1
1431,6,1,1,8,0.01112366,0,0
1433,6,1,1,3,0.01112366,2,2
1435,11,0,1,19,2.70304871,4,1
1437,9,1,1,3,0.30033875,6,0
1439,11,0,1,32,2.70304871,8,2
1441,8,1,1,3,0.10011292,1,1
1443,7,1,1,6,0.03337097,3,0
1445,7,1,1,3,0.03337097,5,2
1447,10,1,1,16,0.90101624,7,1
1449,9,1,1,3,0.30033875,0,0
1451,8,1,1,8,0.10011292,2,2
1453,7,1,1,3,0.03337097,4,1
1455,8,1,1,13,0.10011292,6,0
1457,6,1,1,3,0.01112366,8,2
1459,6,1,1,6,0.01112366,1,1
1461,9,1,1,3,0.30033875,3,0
1463,10,1,1,8,0.90101624,5,2
1465,6,1,1,3,0.01112366,7,1
1467,9,1,1,11,0.30033875,0,0
1469,8,1,1,3,0.10011292,2,2
1471,13,0,1,50,24.32743835,4,1
1473,9,1,1,3,0.30033875,6,0
1475,10,1,1,6,0.90101624,8,2
1477,4,1,1,3,0.00123596,1,1
1479,10,1,1,13,0.90101624,3,0
1481,6,1,1,3,0.01112366,5,2
1483,9,1,1,8,0.30033875,7,1
1485,8,1,1,3,0.10011292,0,0
1487,11,0,1,39,2.70304871,2,2
1489,8,1,1,3,0.10011292,4,1
1491,11,0,1,6,2.70304871,6,0
1493,4,1,1,3,0.00123596,8,2
1495,7,1,1,8,0.03337097,1,1
1497,8,1,1,3,0.10011292,3,0
1499,8,1,1,13,0.10011292,5,2
1501,8,1,1,3,0.10011292,7,1
1503,11,0,1,34,2.70304871,0,0
1505,8,1,1,3,0.10011292,2,2
1507,4,1,1,6,0.00123596,4,1
1509,10,1,1,3,0.90101624,6,0
1511,11,0,1,32,2.70304871,8,2
1513,9,1,1,3,0.30033875,1,1
1515,12,0,1,8,8.10914612,3,0
1517,10,1,1,3,0.90101624,5,2
1519,10,1,1,26,0.90101624,7,1
1521,8,1,1,3,0.10011292,0,0
1523,6,1,1,6,0.01112366,2,2
1525,8,1,1,3,0.10011292,4,1
1527,10,1,1,8,0.90101624,6,0
1529,9,1,1,3,0.30033875,8,2
1531,9,1,1,16,0.30033875,1,1
1533,8,1,1,3,0.10011292,3,0
1535,10,1,1,26,0.90101624,5,2
1537,10,1,1,3,0.90101624,7,1
1539,7,1,1,6,0.03337097,0,0
1541,7,1,1,3,0.03337097,2,2
1543,8,1,1,11,0.10011292,4,1
1545,10,1,1,3,0.90101624,6,0
1547,7,1,1,8,0.03337097,8,2
1549,8,1,1,3,0.10011292,1,1
1551,10,1,1,11,0.90101624,3,0
1553,8,1,1,3,0.10011292,5,2
1555,7,1,1,6,0.03337097,7,1
1557,8,1,1,3,0.10011292,0,0
1559,8,1,1,8,0.10011292,2,2
1561,8,1,1,3,0.10011292,4,1
1563,9,1,1,21,0.30033875,6,0
1565,8,1,1,3,0.10011292,8,2
1567,8,1,1,21,0.10011292,1,1
1569,7,1,1,3,0.03337097,3,0
1571,8,1,1,6,0.10011292,5,2
1573,9,1,1,3,0.30033875,7,1
1575,9,1,1,13,0.30033875,0,0
1577,11,0,1,3,2.70304871,2,2
1579,8,1,1,8,0.10011292,4,1
1581,9,1,1,3,0.30033875,6,0
1583,13,0,1,127,24.32743835,8,2
1585,9,1,1,3,0.30033875,1,1
1587,9,1,1,6,0.30033875,3,0
1589,6,1,1,3,0.01112366,5,2
1591,11,0,1,8,2.70304871,7,1
1593,8,1,1,3,0.10011292,0,0
1595,9,1,1,11,0.30033875,2,2
1597,9,1,1,3,0.30033875,4,1
1599,9,1,1,16,0.30033875,6,0
1601,10,1,1,3,0.90101624,8,2
1603,10,1,1,6,0.90101624,1,1
1605,4,1,1,3,0.00123596,3,0
1607,10,1,1,16,0.90101624,5,2
1609,10,1,1,3,0.90101624,7,1
1611,4,1,1,8,0.00123596,0,0
1613,4,1,1,3,0.00123596,2,2
1615,12,0,1,13,8.10914612,4,1
1617,9,1,1,3,0.30033875,6,0
1619,9,1,1,6,0.30033875,8,2
1621,6,1,1,3,0.01112366,1,1
1623,8,1,1,8,0.10011292,3,0
1625,8,1,1,3,0.10011292,5,2
1627,10,1,1,26,0.90101624,7,1
1629,7,1,1,3,0.03337097,0,0
1631,8,1,1,13,0.10011292,2,2
1633,7,1,1,3,0.03337097,4,1
1635,7,1,1,6,0.03337097,6,0
1637,7,1,1,3,0.03337097,8,2
1639,12,0,1,70,8.10914612,1,1
1641,9,1,1,3,0.30033875,3,0
1643,10,1,1,8,0.90101624,5,2
1645,9,1,1,3,0.30033875,7,1
1647,7,1,1,19,0.03337097,0,0
1649,6,1,1,3,0.01112366,2,2
1651,8,1,1,6,0.10011292,4,1
1653,8,1,1,3,0.10011292,6,0
1655,7,1,1,8,0.03337097,8,2
1657,9,1,1,3,0.30033875,1,1
1659,7,1,1,13,0.03337097,3,0
1661,9,1,1,3,0.30033875,5,2
1663,11,0,1,39,2.70304871,7,1
1665,11,0,1,3,2.70304871,0,0
1667,6,1,1,6,0.01112366,2,2
1669,9,1,1,3,0.30033875,4,1
1671,7,1,1,11,0.03337097,6,0
1673,11,0,1,3,2.70304871,8,2
1675,9,1,1,8,0.30033875,1,1
1677,6,1,1,3,0.01112366,3,0
1679,9,1,1,11,0.30033875,5,2
1681,6,1,1,3,0.01112366,7,1
1683,6,1,1,6,0.01112366,0,0
1685,6,1,1,3,0.01112366,2,2
1687,6,1,1,8,0.01112366,4,1
1689,8,1,1,3,0.10011292,6,0
1691,11,0,1,29,2.70304871,8,2
1693,9,1,1,3,0.30033875,1,1
1695,11,0,1,52,2.70304871,3,0
1697,9,1,1,3,0.30033875,5,2
1699,11,0,1,6,2.70304871,7,1
1701,11,0,1,3,2.70304871,0,0
1703,10,1,1,19,0.90101624,2,2
1705,12,0,1,3,8.10914612,4,1
1707,9,1,1,8,0.30033875,6,0
1709,8,1,1,3,0.10011292,8,2
1711,9,1,1,13,0.30033875,1,1
1713,6,1,1,3,0.01112366,3,0
1715,6,1,1,6,0.01112366,5,2
1717,8,1,1,3,0.10011292,7,1
1719,10,1,1,8,0.90101624,0,0
1721,8,1,1,3,0.10011292,2,2
1723,8,1,1,11,0.10011292,4,1
1725,7,1,1,3,0.03337097,6,0
1727,8,1,1,21,0.10011292,8,2
1729,8,1,1,3,0.10011292,1,1
1731,10,1,1,6,0.90101624,3,0
1733,6,1,1,3,0.01112366,5,2
1735,8,1,1,13,0.10011292,7,1
1737,8,1,1,3,0.10011292,0,0
1739,9,1,1,8,0.30033875,2,2
1741,6,1,1,3,0.01112366,4,1
1743,13,0,1,57,24.32743835,6,0
1745,10,1,1,3,0.90101624,8,2
1747,10,1,1,6,0.90101624,1,1
1749,8,1,1,3,0.10011292,3,0
1751,6,1,1,8,0.01112366,5,2
1753,7,1,1,3,0.03337097,7,1
1755,8,1,1,13,0.10011292,0,0
1757,7,1,1,3,0.03337097,2,2
1759,9,1,1,16,0.30033875,4,1
1761,11,0,1,3,2.70304871,6,0
1763,8,1,1,6,0.10011292,8,2
1765,6,1,1,3,0.01112366,1,1
1767,11,0,1,34,2.70304871,3,0
1769,9,1,1,3,0.30033875,5,2
1771,9,1,1,8,0.30033875,7,1
1773,8,1,1,3,0.10011292,0,0
1775,10,1,1,24,0.90101624,2,2
1777,8,1,1,3,0.10011292,4,1
1779,11,0,1,6,2.70304871,6,0
1781,10,1,1,3,0.90101624,8,2
1783,10,1,1,8,0.90101624,1,1
1785,6,1,1,3,0.01112366,3,0
1787,10,1,1,19,0.90101624,5,2
1789,10,1,1,3,0.90101624,7,1
1791,11,0,1,29,2.70304871,0,0
1793,8,1,1,3,0.10011292,2,2
1795,9,1,1,6,0.30033875,4,1
1797,8,1,1,3,0.10011292,6,0
1799,9,1,1,11,0.30033875,8,2
1801,10,1,1,3,0.90101624,1,1
1803,8,1,1,8,0.10011292,3,0
1805,10,1,1,3,0.90101624,5,2
1807,8,1,1,11,0.10011292,7,1
1809,10,1,1,3,0.90101624,0,0
1811,9,1,1,6,0.30033875,2,2
1813,3,1,1,3,0.00041199,4,1
1815,10,1,1,8,0.90101624,6,0
1817,12,0,1,3,8.10914612,8,2
1819,14,0,1,99,72.98231506,1,1
1821,7,1,1,3,0.03337097,3,0
1823,10,1,1,19,0.90101624,5,2
1825,8,1,1,3,0.10011292,7,1
1827,7,1,1,6,0.03337097,0,0
1829,7,1,1,3,0.03337097,2,2
1831,9,1,1,13,0.30033875,4,1
1833,8,1,1,3,0.10011292,6,0
1835,7,1,1,8,0.03337097,8,2
1837,8,1,1,3,0.10011292,1,1
1839,10,1,1,16,0.90101624,3,0
1841,8,1,1,3,0.10011292,5,2
1843,8,1,1,6,0.10011292,7,1
1845,5,1,1,3,0.00370789,0,0
1847,9,1,1,8,0.30033875,2,2
1849,9,1,1,3,0.30033875,4,1
1851,8,1,1,11,0.10011292,6,0
1853,7,1,1,3,0.03337097,8,2
1855,11,0,1,19,2.70304871,1,1
1857,5,1,1,3,0.00370789,3,0
1859,8,1,1,6,0.10011292,5,2
1861,5,1,1,3,0.00370789,7,1
1863,11,0,1,37,2.70304871,0,0
1865,9,1,1,3,0.30033875,2,2
1867,5,1,1,8,0.00370789,4,1
1869,9,1,1,3,0.30033875,6,0
1871,8,1,1,13,0.10011292,8,2
1873,9,1,1,3,0.30033875,1,1
1875,12,0,1,6,8.10914612,3,0
1877,5,1,1,3,0.00370789,5,2
1879,10,1,1,8,0.90101624,7,1
1881,5,1,1,3,0.00370789,0,0
1883,11,0,1,29,2.70304871,2,2
1885,8,1,1,3,0.10011292,4,1
1887,5,1,1,13,0.00370789,6,0
1889,9,1,1,3,0.30033875,8,2
1891,6,1,1,6,0.01112366,1,1
1893,6,1,1,3,0.01112366,3,0
1895,13,0,1,39,24.32743835,5,2
1897,8,1,1,3,0.10011292,7,1
1899,8,1,1,8,0.10011292,0,0
1901,7,1,1,3,0.03337097,2,2
1903,9,1,1,24,0.30033875,4,1
1905,6,1,1,3,0.01112366,6,0
1907,7,1,1,6,0.03337097,8,2
1909,6,1,1,3,0.01112366,1,1
1911,7,1,1,8,0.03337097,3,0
1913,10,1,1,3,0.90101624,5,2
1915,12,0,1,13,8.10914612,7,1
1917,9,1,1,3,0.30033875,0,0
1919,12,0,1,34,8.10914612,2,2
1921,8,1,1,3,0.10011292,4,1
1923,7,1,1,6,0.03337097,6,0
1925,7,1,1,3,0.03337097,8,2
1927,7,1,1,11,0.03337097,1,1
1929,10,1,1,3,0.90101624,3,0
1931,9,1,1,8,0.30033875,5,2
1933,5,1,1,3,0.00370789,7,1
1935,8,1,1,11,0.10011292,0,0
1937,7,1,1,3,0.03337097,2,2
1939,7,1,1,6,0.03337097,4,1
1941,9,1,1,3,0.30033875,6,0
1943,6,1,1,8,0.01112366,8,2
1945,6,1,1,3,0.01112366,1,1
1947,10,1,1,16,0.90101624,3,0
1949,9,1,1,3,0.30033875,5,2
1951,11,0,1,42,2.70304871,7,1
1953,6,1,1,3,0.01112366,0,0
1955,9,1,1,6,0.30033875,2,2
1957,8,1,1,3,0.10011292,4,1
1959,12,0,1,42,8.10914612,6,0
1961,13,0,1,3,24.32743835,8,2
1963,10,1,1,8,0.90101624,1,1
1965,10,1,1,3,0.90101624,3,0
1967,9,1,1,13,0.30033875,5,2
1969,5,1,1,3,0.00370789,7,1
1971,5,1,1,6,0.00370789,0,0
1973,7,1,1,3,0.03337097,2,2
1975,6,1,1,8,0.01112366,4,1
1977,8,1,1,3,0.10011292,6,0
1979,8,1,1,11,0.10011292,8,2
1981,11,0,1,3,2.70304871,1,1
1983,9,1,1,21,0.30033875,3,0
1985,7,1,1,3,0.03337097,5,2
1987,10,1,1,6,0.90101624,7,1
1989,5,1,1,3,0.00370789,0,0
1991,8,1,1,13,0.10011292,2,2
1993,8,1,1,3,0.10011292,4,1
1995,8,1,1,8,0.10011292,6,0
1997,8,1,1,3,0.10011292,8,2
1999,7,1,1,16,0.03337097,1,1
2001,8,1,1,3,0.10011292,3,0
2003,11,0,1,6,2.70304871,5,2
2005,8,1,1,3,0.10011292,7,1
2007,9,1,1,8,0.30033875,0,0
2009,5,1,1,3,0.00370789,2,2
2011,9,1,1,13,0.30033875,4,1
2013,10,1,1,3,0.90101624,6,0
2015,11,0,1,21,2.70304871,8,2
2017,10,1,1,3,0.90101624,1,1
2019,8,1,1,6,0.10011292,3,0
2021,9,1,1,3,0.30033875,5,2
2023,10,1,1,16,0.90101624,7,1
2025,11,0,1,3,2.70304871,0,0
2027,10,1,1,8,0.90101624,2,2
2029,7,1,1,3,0.03337097,4,1
2031,9,1,1,19,0.30033875,6,0
2033,8,1,1,3,0.10011292,8,2
2035,10,1,1,6,0.90101624,1,1
2037,8,1,1,3,0.10011292,3,0
2039,9,1,1,8,0.30033875,5,2
2041,9,1,1,3,0.30033875,7,1
2043,11,0,1,29,2.70304871,0,0
2045,11,0,1,3,2.70304871,2,2
2047,13,0,1,94,24.32743835,4,1
2049,10,1,1,3,0.90101624,6,0
2051,6,1,1,6,0.01112366,8,2
2053,6,1,1,3,0.01112366,1,1
2055,6,1,1,11,0.01112366,3,0
2057,9,1,1,3,0.30033875,5,2
2059,6,1,1,8,0.01112366,7,1
2061,7,1,1,3,0.03337097,0,0
2063,6,1,1,11,0.01112366,2,2
2065,7,1,1,3,0.03337097,4,1
2067,9,1,1,6,0.30033875,6,0
2069,7,1,1,3,0.03337097,8,2
2071,7,1,1,8,0.03337097,1,1
2073,8,1,1,3,0.10011292,3,0
2075,11,0,1,21,2.70304871,5,2
2077,8,1,1,3,0.10011292,7,1
2079,9,1,1,21,0.30033875,0,0
2081,8,1,1,3,0.10011292,2,2
2083,7,1,1,6,0.03337097,4,1
2085,7,1,1,3,0.03337097,6,0
2087,10,1,1,13,0.90101624,8,2
2089,9,1,1,3,0.30033875,1,1
2091,7,1,1,8,0.03337097,3,0
2093,7,1,1,3,0.03337097,5,2
2095,11,0,1,21,2.70304871,7,1
2097,8,1,1,3,0.10011292,0,0
2099,8,1,1,6,0.10011292,2,2
2101,6,1,1,3,0.01112366,4,1
2103,11,0,1,8,2.70304871,6,0
2105,7,1,1,3,0.03337097,8,2
2107,10,1,1,11,0.90101624,1,1
2109,9,1,1,3,0.30033875,3,0
2111,12,0,1,130,8.10914612,5,2
2113,9,1,1,3,0.30033875,7,1
2115,9,1,1,6,0.30033875,0,0
2117,6,1,1,3,0.01112366,2,2
2119,9,1,1,24,0.30033875,4,1
2121,11,0,1,3,2.70304871,6,0
2123,6,1,1,8,0.01112366,8,2
2125,8,1,1,3,0.10011292,1,1
2127,9,1,1,13,0.30033875,3,0
2129,8,1,1,3,0.10011292,5,2
2131,9,1,1,6,0.30033875,7,1
2133,6,1,1,3,0.01112366,0,0
2135,9,1,1,8,0.30033875,2,2
2137,9,1,1,3,0.30033875,4,1
2139,12,0,1,32,8.10914612,6,0
2141,5,1,1,3,0.00370789,8,2
2143,10,1,1,13,0.90101624,1,1
2145,10,1,1,3,0.90101624,3,0
2147,5,1,1,6,0.00370789,5,2
2149,5,1,1,3,0.00370789,7,1
2151,12,0,1,70,8.10914612,0,0
2153,11,0,1,3,2.70304871,2,2
2155,13,0,1,8,24.32743835,4,1
2157,9,1,1,3,0.30033875,6,0
2159,11,0,1,29,2.70304871,8,2
2161,6,1,1,3,0.01112366,1,1
2163,8,1,1,6,0.10011292,3,0
2165,7,1,1,3,0.03337097,5,2
2167,8,1,1,8,0.10011292,7,1
2169,10,1,1,3,0.90101624,0,0
2171,9,1,1,13,0.30033875,2,2
2173,8,1,1,3,0.10011292,4,1
2175,12,0,1,32,8.10914612,6,0
2177,7,1,1,3,0.03337097,8,2
2179,7,1,1,6,0.03337097,1,1
2181,7,1,1,3,0.03337097,3,0
2183,7,1,1,11,0.03337097,5,2
2185,12,0,1,3,8.10914612,7,1
2187,9,1,1,8,0.30033875,0,0
2189,6,1,1,3,0.01112366,2,2
2191,9,1,1,11,0.30033875,4,1
2193,9,1,1,3,0.30033875,6,0
2195,9,1,1,6,0.30033875,8,2
2197,9,1,1,3,0.30033875,1,1
2199,6,1,1,8,0.01112366,3,0
2201,8,1,1,3,0.10011292,5,2
2203,10,1,1,19,0.90101624,7,1
2205,7,1,1,3,0.03337097,0,0
2207,12,0,1,44,8.10914612,2,2
2209,9,1,1,3,0.30033875,4,1
2211,9,1,1,6,0.30033875,6,0
2213,10,1,1,3,0.90101624,8,2
2215,12,0,1,70,8.10914612,1,1
2217,12,0,1,3,8.10914612,3,0
2219,9,1,1,8,0.30033875,5,2
2221,6,1,1,3,0.01112366,7,1
2223,11,0,1,13,2.70304871,0,0
2225,9,1,1,3,0.30033875,2,2
2227,9,1,1,6,0.30033875,4,1
2229,7,1,1,3,0.03337097,6,0
2231,11,0,1,8,2.70304871,8,2
2233,9,1,1,3,0.30033875,1,1
2235,8,1,1,11,0.10011292,3,0
2237,10,1,1,3,0.90101624,5,2
2239,9,1,1,19,0.30033875,7,1
2241,6,1,1,3,0.01112366,0,0
2243,6,1,1,6,0.01112366,2,2
2245,7,1,1,3,0.03337097,4,1
2247,9,1,1,13,0.30033875,6,0
2249,7,1,1,3,0.03337097,8,2
2251,8,1,1,8,0.10011292,1,1
2253,7,1,1,3,0.03337097,3,0
2255,11,0,1,32,2.70304871,5,2
2257,8,1,1,3,0.10011292,7,1
2259,8,1,1,6,0.10011292,0,0
2261,3,1,1,3,0.00041199,2,2
2263,8,1,1,8,0.10011292,4,1
2265,10,1,1,3,0.90101624,6,0
2267,10,1,1,13,0.90101624,8,2
2269,10,1,1,3,0.90101624,1,1
2271,9,1,1,21,0.30033875,3,0
2273,11,0,1,3,2.70304871,5,2
2275,3,1,1,6,0.00041199,7,1
2277,9,1,1,3,0.30033875,0,0
2279,9,1,1,24,0.30033875,2,2
2281,9,1,1,3,0.30033875,4,1
2283,8,1,1,8,0.10011292,6,0
2285,6,1,1,3,0.01112366,8,2
2287,13,0,1,81,24.32743835,1,1
2289,8,1,1,3,0.10011292,3,0
2291,10,1,1,6,0.90101624,5,2
2293,8,1,1,3,0.10011292,7,1
2295,9,1,1,8,0.30033875,0,0
2297,9,1,1,3,0.30033875,2,2
2299,9,1,1,24,0.30033875,4,1
2301,7,1,1,3,0.03337097,6,0
2303,9,1,1,24,0.30033875,8,2
2305,8,1,1,3,0.10011292,1,1
2307,9,1,1,6,0.30033875,3,0
2309,7,1,1,3,0.03337097,5,2
2311,9,1,1,11,0.30033875,7,1
2313,8,1,1,3,0.10011292,0,0
2315,8,1,1,8,0.10011292,2,2
2317,7,1,1,3,0.03337097,4,1
2319,10,1,1,11,0.90101624,6,0
2321,7,1,1,3,0.03337097,8,2
2323,12,0,1,6,8.10914612,1,1
2325,8,1,1,3,0.10011292,3,0
2327,10,1,1,8,0.90101624,5,2
2329,10,1,1,3,0.90101624,7,1
2331,9,1,1,21,0.30033875,0,0
2333,6,1,1,3,0.01112366,2,2
2335,12,0,1,16,8.10914612,4,1
2337,8,1,1,3,0.10011292,6,0
2339,8,1,1,6,0.10011292,8,2
2341,8,1,1,3,0.10011292,1,1
2343,8,1,1,13,0.10011292,3,0
2345,8,1,1,3,0.10011292,5,2
2347,10,1,1,8,0.90101624,7,1
2349,8,1,1,3,0.10011292,0,0
2351,8,1,1,19,0.10011292,2,2
2353,7,1,1,3,0.03337097,4,1
2355,7,1,1,6,0.03337097,6,0
2357,8,1,1,3,0.10011292,8,2
2359,10,1,1,8,0.90101624,1,1
2361,10,1,1,3,0.90101624,3,0
2363,8,1,1,11,0.10011292,5,2
2365,8,1,1,3,0.10011292,7,1
2367,10,1,1,26,0.90101624,0,0
2369,8,1,1,3,0.10011292,2,2
2371,11,0,1,6,2.70304871,4,1
2373,9,1,1,3,0.30033875,6,0
2375,12,0,1,44,8.10914612,8,2
2377,10,1,1,3,0.90101624,1,1
2379,9,1,1,8,0.30033875,3,0
2381,9,1,1,3,0.30033875,5,2
2383,10,1,1,13,0.90101624,7,1
2385,10,1,1,3,0.90101624,0,0
2387,10,1,1,6,0.90101624,2,2
2389,5,1,1,3,0.00370789,4,1
2391,8,1,1,8,0.10011292,6,0
2393,9,1,1,3,0.30033875,8,2
2395,7,1,1,16,0.03337097,1,1
2397,9,1,1,3,0.30033875,3,0
2399,9,1,1,13,0.30033875,5,2
2401,11,0,1,3,2.70304871,7,1
2403,10,1,1,6,0.90101624,0,0
2405,10,1,1,3,0.90101624,2,2
2407,10,1,1,26,0.90101624,4,1
2409,9,1,1,3,0.30033875,6,0
2411,10,1,1,8,0.90101624,8,2
2413,10,1,1,3,0.90101624,1,1
2415,9,1,1,16,0.30033875,3,0
2417,3,1,1,3,0.00041199,5,2
2419,11,0,1,6,2.70304871,7,1
2421,3,1,1,3,0.00041199,0,0
2423,12,0,1,8,8.10914612,2,2
2425,14,0,1,3,72.98231506,4,1
2427,9,1,1,13,0.30033875,6,0
2429,8,1,1,3,0.10011292,8,2
2431,9,1,1,21,0.30033875,1,1
2433,8,1,1,3,0.10011292,3,0
2435,7,1,1,6,0.03337097,5,2
2437,7,1,1,3,0.03337097,7,1
2439,7,1,1,11,0.03337097,0,0
2441,9,1,1,3,0.30033875,2,2
2443,8,1,1,8,0.10011292,4,1
2445,6,1,1,3,0.01112366,6,0
2447,7,1,1,11,0.03337097,8,2
2449,7,1,1,3,0.03337097,1,1
2451,7,1,1,6,0.03337097,3,0
2453,6,1,1,3,0.01112366,5,2
2455,7,1,1,8,0.03337097,7,1
2457,7,1,1,3,0.03337097,0,0
2459,11,0,1,29,2.70304871,2,2
2461,8,1,1,3,0.10011292,4,1
2463,11,0,1,34,2.70304871,6,0
2465,9,1,1,3,0.30033875,8,2
2467,8,1,1,6,0.10011292,1,1
2469,8,1,1,3,0.10011292,3,0
2471,7,1,1,16,0.03337097,5,2
2473,10,1,1,3,0.90101624,7,1
2475,11,0,1,8,2.70304871,0,0
2477,7,1,1,3,0.03337097,2,2
2479,9,1,1,13,0.30033875,4,1
2481,6,1,1,3,0.01112366,6,0
2483,6,1,1,6,0.01112366,8,2
2485,8,1,1,3,0.10011292,1,1
2487,9,1,1,8,0.30033875,3,0
2489,6,1,1,3,0.01112366,5,2
2491,11,0,1,11,2.70304871,7,1
2493,8,1,1,3,0.10011292,0,0
2495,10,1,1,26,0.90101624,2,2
2497,8,1,1,3,0.10011292,4,1
2499,11,0,1,6,2.70304871,6,0
2501,5,1,1,3,0.00370789,8,2
2503,10,1,1,13,0.90101624,1,1
2505,9,1,1,3,0.30033875,3,0
2507,6,1,1,8,0.01112366,5,2
2509,8,1,1,3,0.10011292,7,1
2511,11,0,1,32,2.70304871,0,0
2513,8,1,1,3,0.10011292,2,2
2515,6,1,1,6,0.01112366,4,1
2517,6,1,1,3,0.01112366,6,0
2519,9,1,1,8,0.30033875,8,2
2521,6,1,1,3,0.01112366,1,1
2523,8,1,1,13,0.10011292,3,0
2525,6,1,1,3,0.01112366,5,2
2527,12,0,1,42,8.10914612,7,1
2529,8,1,1,3,0.10011292,0,0
2531,6,1,1,6,0.01112366,2,2
2533,7,1,1,3,0.03337097,4,1
2535,12,0,1,39,8.10914612,6,0
2537,10,1,1,3,0.90101624,8,2
2539,10,1,1,8,0.90101624,1,1
2541,8,1,1,3,0.10011292,3,0
2543,11,0,1,44,2.70304871,5,2
2545,6,1,1,3,0.01112366,7,1
2547,8,1,1,6,0.10011292,0,0
2549,10,1,1,3,0.90101624,2,2
2551,9,1,1,8,0.30033875,4,1
2553,11,0,1,3,2.70304871,6,0
2555,9,1,1,16,0.30033875,8,2
2557,12,0,1,3,8.10914612,1,1
2559,13,0,1,65,24.32743835,3,0
2561,8,1,1,3,0.10011292,5,2
2563,7,1,1,6,0.03337097,7,1
2565,7,1,1,3,0.03337097,0,0
2567,9,1,1,11,0.30033875,2,2
2569,7,1,1,3,0.03337097,4,1
2571,7,1,1,8,0.03337097,6,0
2573,5,1,1,3,0.00370789,8,2
2575,10,1,1,11,0.90101624,1,1
2577,5,1,1,3,0.00370789,3,0
2579,9,1,1,6,0.30033875,5,2
2581,8,1,1,3,0.10011292,7,1
2583,8,1,1,8,0.10011292,0,0
2585,8,1,1,3,0.10011292,2,2
2587,9,1,1,19,0.30033875,4,1
2589,6,1,1,3,0.01112366,6,0
2591,8,1,1,19,0.10011292,8,2
2593,6,1,1,3,0.01112366,1,1
2595,8,1,1,6,0.10011292,3,0
2597,10,1,1,3,0.90101624,5,2
2599,10,1,1,13,0.90101624,7,1
2601,11,0,1,3,2.70304871,0,0
2603,8,1,1,8,0.10011292,2,2
2605,8,1,1,3,0.10011292,4,1
2607,10,1,1,21,0.90101624,6,0
2609,8,1,1,3,0.10011292,8,2
2611,8,1,1,6,0.10011292,1,1
2613,5,1,1,3,0.00370789,3,0
2615,13,0,1,8,24.32743835,5,2
2617,10,1,1,3,0.90101624,7,1
2619,8,1,1,11,0.10011292,0,0
2621,10,1,1,3,0.90101624,2,2
2623,8,1,1,16,0.10011292,4,1
2625,5,1,1,3,0.00370789,6,0
2627,5,1,1,6,0.00370789,8,2
2629,7,1,1,3,0.03337097,1,1
2631,10,1,1,16,0.90101624,3,0
2633,7,1,1,3,0.03337097,5,2
2635,7,1,1,8,0.03337097,7,1
2637,7,1,1,3,0.03337097,0,0
2639,8,1,1,13,0.10011292,2,2
2641,11,0,1,3,2.70304871,4,1
2643,11,0,1,6,2.70304871,6,0
2645,7,1,1,3,0.03337097,8,2
2647,7,1,1,8,0.03337097,1,1
2649,10,1,1,3,0.90101624,3,0
2651,11,0,1,29,2.70304871,5,2
2653,5,1,1,3,0.00370789,7,1
2655,8,1,1,13,0.10011292,0,0
2657,9,1,1,3,0.30033875,2,2
2659,8,1,1,6,0.10011292,4,1
2661,8,1,1,3,0.10011292,6,0
2663,10,1,1,21,0.90101624,8,2
2665,7,1,1,3,0.03337097,1,1
2667,9,1,1,8,0.30033875,3,0
2669,11,0,1,3,2.70304871,5,2
2671,10,1,1,26,0.90101624,7,1
2673,7,1,1,3,0.03337097,0,0
2675,9,1,1,6,0.30033875,2,2
2677,10,1,1,3,0.90101624,4,1
2679,5,1,1,8,0.00370789,6,0
2681,10,1,1,3,0.90101624,8,2
2683,9,1,1,13,0.30033875,1,1
2685,10,1,1,3,0.90101624,3,0
2687,10,1,1,26,0.90101624,5,2
2689,11,0,1,3,2.70304871,7,1
2691,7,1,1,6,0.03337097,0,0
2693,8,1,1,3,0.10011292,2,2
2695,5,1,1,11,0.00370789,4,1
2697,9,1,1,3,0.30033875,6,0
2699,8,1,1,8,0.10011292,8,2
2701,7,1,1,3,0.03337097,1,1
2703,10,1,1,11,0.90101624,3,0
